AT,V,AP,RH,PE,cooks_distance
30.93,71.85,1008.63,58.47,427.82,1.7340067767314265e-05
14.2,43.02,1012.18,57.07,470.67,3.414235676239557e-05
29.39,69.89,1013.92,47.36,434.27,9.832311631663686e-06
12.88,38.53,1010.95,87.16,466.92,2.1514875509389824e-07
28.24,65.27,1013.43,48.74,439.36,8.28606177862926e-07
19.15,44.34,1019.54,48.09,468.8,6.336004202920756e-05
18.45,42.44,1013.45,63.52,459.79,6.205787449912354e-07
28.96,66.54,1002.54,56.33,429.48,2.6582656791184313e-05
14.22,45.08,1023.26,84.41,466.47,2.837290556901919e-06
22.88,65.48,1017.33,66.26,447.14,1.820535841227581e-07
9.35,44.03,1011.02,88.11,476.25,4.492769265006832e-05
26.41,68.24,1010.6,77.79,428.52,7.672051244958137e-05
25.52,63.94,1017.81,41.54,440.32,4.192892818014686e-05
23.07,65.27,1013.24,58.38,443.42,3.667901297742823e-06
18.75,44.9,1007.99,75.76,452.77,1.1964700396102431e-05
13.76,45.87,1008.89,87.27,463.5,7.030815836381578e-07
13.22,44.92,1023.84,87.99,471.43,3.1543841950658875e-06
34.09,68.51,1009.0,32.96,431.19,3.860875603329782e-07
13.96,40.83,1009.89,84.86,469.86,1.793856238264972e-05
28.8,74.9,1003.48,75.01,434.01,7.852775763368823e-06
28.65,68.27,1006.96,52.78,432.73,8.5575194475884e-06
5.71,40.77,1022.49,87.9,487.48,7.641065183573543e-05
11.64,40.22,1010.58,80.84,477.52,6.653468961099213e-05
9.68,40.77,1022.04,85.23,473.73,6.616162282477343e-07
24.09,73.68,1014.93,94.55,441.34,1.865634388193825e-07
22.7,61.41,1012.08,78.08,449.75,2.0880660631928417e-06
27.47,63.78,1016.07,48.47,446.69,1.4168454322644368e-05
9.76,41.01,1019.66,97.59,467.6,3.2548834578591796e-05
6.18,41.38,1020.23,81.38,490.81,0.0001699268874766006
10.59,41.54,1019.94,72.52,478.74,2.6884016679549095e-05
34.43,68.51,1010.17,34.09,431.39,5.686461726991902e-07
29.86,59.57,1011.24,64.02,439.44,1.8153940428575912e-07
29.18,68.24,1010.04,68.04,428.52,3.8180008010188945e-05
17.44,44.89,1009.9,80.54,457.67,1.3843706417497376e-06
26.98,70.94,1007.99,68.16,434.73,3.1445708358462716e-06
14.46,44.78,1007.64,67.03,459.31,5.738668653451753e-06
24.11,66.51,1015.35,56.01,437.21,4.57037065090263e-05
19.85,56.53,1020.57,74.05,457.17,6.969328963155936e-07
15.12,43.79,1016.37,75.62,470.11,1.003268923376195e-05
28.01,73.18,1012.25,75.02,431.02,2.520437703995456e-05
15.79,58.86,1015.85,91.91,455.15,4.5620461329521656e-06
16.68,43.14,1018.39,76.48,459.83,1.064553303898763e-05
9.06,41.92,1029.9,90.88,473.37,4.203341591025546e-05
17.31,44.71,1017.43,35.4,463.05,3.6868868059272495e-08
15.49,54.3,1017.59,71.26,464.24,5.7246380262439394e-06
30.24,68.3,1016.21,48.25,431.82,4.484848735444987e-05
14.18,42.99,1007.19,73.21,468.35,2.8982293363025544e-05
28.97,78.92,1011.71,88.5,430.98,5.15802191575462e-06
30.36,69.04,1009.6,58.73,436.72,2.7905561870415855e-06
13.8,40.2,1013.12,90.59,466.29,6.122522182245528e-08
13.61,42.34,1017.57,91.35,465.65,2.86078060625496e-06
9.45,41.4,1027.06,87.35,479.0,7.598085149955492e-06
14.01,42.74,1029.16,68.31,466.15,5.9528885333148044e-05
22.31,43.43,1010.64,56.44,449.67,2.7715524233758262e-05
13.31,42.18,1016.0,83.94,466.56,4.37349040247878e-07
25.59,65.46,1014.47,37.89,444.9,2.2054319968237265e-06
25.38,63.87,1018.7,52.48,442.13,1.6765357894982767e-05
7.6,41.04,1021.82,88.97,475.32,1.8242151593352326e-06
13.93,42.86,1032.37,71.11,468.88,4.72132121205971e-05
25.32,60.37,1006.19,73.94,438.5,8.960318998337647e-06
23.75,59.07,1007.73,88.82,443.54,2.530778367457643e-06
13.46,41.4,1019.46,71.73,467.4,1.879242048558608e-06
30.07,70.04,1010.84,55.74,426.35,5.908641975940426e-05
24.37,73.42,1010.19,76.01,440.29,3.2923475452662217e-07
23.13,72.24,1010.92,92.3,437.67,2.057143379363276e-05
23.33,72.99,1009.33,89.41,440.04,3.032140324239017e-07
25.92,50.16,1003.95,71.3,440.98,1.9935279124432336e-05
21.75,50.12,1009.36,94.41,446.64,2.9062641559367494e-05
25.88,61.47,1007.93,68.71,445.65,5.509007972718118e-06
24.79,50.78,1008.78,61.88,445.3,6.027593010687995e-06
12.85,40.0,1015.89,68.85,463.74,1.6939201389185755e-05
16.26,38.58,1016.04,76.7,462.54,6.668569243936411e-06
21.01,60.1,1010.93,78.6,450.99,9.79586269802114e-07
31.1,68.51,1012.99,54.3,428.68,4.191090979017092e-05
6.65,39.33,1011.29,92.85,490.41,0.00031169038448763346
25.9,59.54,1007.3,78.38,439.36,6.4584520789154725e-06
21.41,62.39,1007.84,88.83,452.8,2.956365427142488e-05
28.52,70.02,1010.34,54.21,441.98,2.116188760405164e-05
25.38,70.94,1007.87,73.59,446.31,3.993768558406655e-05
9.19,40.62,1017.78,68.91,475.42,2.7962037490572323e-06
25.77,63.31,1012.76,65.98,439.98,5.092113631697874e-06
12.68,41.16,1020.09,83.32,464.93,1.833891459304814e-05
27.49,63.76,1010.09,62.8,436.73,6.273182101177798e-06
13.88,48.79,1017.28,79.4,464.14,1.0028752222129158e-07
7.06,41.38,1021.94,83.55,487.71,0.00010431680065591652
26.8,49.3,1003.86,62.75,438.56,4.674532119494153e-05
13.01,41.17,1017.26,76.2,469.48,1.9102768137845452e-07
19.35,43.43,1009.4,66.11,454.02,9.375220085647939e-06
25.03,47.93,1003.02,62.89,443.55,1.4436659605275116e-05
18.75,41.1,1001.97,59.6,458.31,7.427214884823428e-06
22.91,60.07,1016.03,59.72,446.19,5.394567107162614e-06
14.8,44.71,1014.67,41.71,470.77,7.027220100093719e-05
27.17,67.17,1006.76,81.59,431.73,2.8785165950203757e-05
27.38,77.24,1008.25,82.49,435.81,4.567466642916263e-06
26.08,57.32,1012.2,47.06,441.32,1.662074458478684e-05
24.42,63.31,1012.64,71.8,438.39,1.5839378905294038e-05
29.25,72.99,1006.85,61.15,429.12,1.287575949411321e-05
7.78,39.18,1024.62,85.15,484.65,4.269264138761389e-05
24.79,75.6,1017.07,68.23,440.05,1.3917256865692904e-06
17.72,39.99,1007.34,72.3,461.7,2.5255467663665876e-06
28.39,65.51,1014.52,66.48,438.78,1.666749891594803e-06
27.34,70.98,1008.82,71.42,438.73,2.227206581553216e-06
16.22,37.87,1022.36,83.13,461.06,6.535087532574064e-05
20.79,68.28,1001.42,76.77,445.83,1.889585805110171e-05
5.78,40.62,1016.55,84.98,484.13,5.202396285242722e-05
25.15,66.49,1012.71,63.46,436.0,2.2508699157819007e-05
23.74,65.34,1013.7,62.9,447.31,1.923709464716296e-06
24.15,64.63,1020.72,58.06,448.87,6.579944861622097e-07
24.24,72.43,1008.02,86.4,436.6,7.404346328820401e-06
20.76,59.04,1012.51,85.39,448.92,1.390121019659379e-06
5.11,42.07,1004.28,81.8,486.41,0.0005026245090840118
19.73,68.63,1012.41,74.12,450.26,4.53648651615269e-06
4.86,39.4,1012.73,91.39,488.63,0.00017931702946445365
9.54,41.17,1019.79,65.61,481.18,5.132754247542912e-05
9.64,39.35,1015.1,91.76,479.81,4.166162712193772e-05
13.03,39.35,1015.34,79.18,474.02,1.423455431563433e-05
10.61,40.77,1022.09,83.62,471.26,4.400546796006764e-06
20.46,54.2,1011.4,84.0,448.1,8.169860413662953e-06
22.25,60.77,1017.8,82.19,444.05,2.7703267535125942e-05
30.36,68.08,1010.76,51.32,429.97,2.761207730870802e-05
23.98,50.32,1008.41,67.75,443.45,1.9784741956379706e-05
23.81,60.08,1017.29,62.66,450.33,1.0507685716688373e-06
28.9,71.25,1000.73,77.24,431.52,1.878711343913239e-08
33.76,68.51,1011.33,38.35,429.83,7.61177180862395e-06
13.45,43.14,1015.5,74.33,474.1,2.291630164167071e-05
14.7,48.6,1006.91,85.65,460.63,1.0254266196247157e-06
21.91,48.7,1006.89,83.97,449.8,2.228256782083499e-06
11.05,40.75,1016.55,87.08,478.07,3.066326703816236e-05
21.94,64.15,1021.2,61.75,453.3,5.734971744610174e-06
21.86,60.27,1016.06,90.48,446.31,1.3364219079956519e-05
31.05,69.13,1000.38,58.49,426.31,1.9242994620814468e-05
14.1,41.16,1021.26,73.87,460.01,5.9293563303732865e-05
19.78,62.1,1019.72,78.36,450.43,6.797713725868113e-06
12.58,43.67,1014.36,91.72,473.02,2.2585631736638223e-05
22.06,59.39,1015.26,85.04,441.31,4.487394976292743e-05
14.77,58.2,1018.78,83.83,460.54,6.019980003954884e-08
27.49,71.94,1008.25,68.29,428.27,4.061579136211332e-05
5.52,39.33,1009.74,95.25,492.39,0.0004649349110245928
24.31,67.79,1010.64,76.15,444.72,3.1024349428715436e-06
11.53,41.39,1018.39,85.52,474.49,7.864841993642556e-06
24.26,69.71,1008.98,81.58,438.6,3.6112267977120446e-06
6.99,39.37,1020.19,75.06,487.18,8.80900466142829e-05
22.16,58.82,1009.61,87.16,444.76,6.125146926509749e-06
22.31,61.45,1009.25,98.56,437.05,0.00010447796439071259
24.2,59.43,1009.69,62.3,440.66,1.025208726545864e-05
16.12,45.87,1008.15,86.12,457.41,3.307170344977996e-06
24.67,58.05,1011.31,69.95,444.57,1.0764965781140459e-06
27.26,63.77,1014.07,66.58,436.01,2.027523844858458e-05
12.91,41.66,1013.37,71.52,469.71,3.5857962694102036e-06
11.06,37.92,1008.76,67.32,473.16,2.1933896437367132e-05
15.78,48.6,1007.24,84.23,460.86,4.101916725378056e-06
16.13,53.82,1015.63,63.08,459.16,4.1450084249513835e-08
24.59,71.94,1006.89,88.52,430.28,7.924496342657779e-05
26.31,77.95,1012.45,77.22,436.83,1.2391960049096808e-07
12.61,43.22,1013.41,78.94,466.85,3.027600284035621e-10
24.98,71.98,1006.59,90.61,432.06,4.4293481855350465e-05
7.23,41.22,1015.23,98.04,483.31,8.518705667326165e-05
32.55,70.94,1006.75,43.15,432.07,3.585312158998309e-06
14.35,46.18,1016.63,87.76,461.74,4.896688732439172e-06
18.2,45.01,1013.82,68.14,452.21,2.624275747573285e-05
11.26,39.35,1015.47,99.28,471.83,1.2921158227001616e-06
28.37,68.12,1012.41,45.87,436.42,4.755313798411993e-06
14.18,39.3,1020.1,67.48,464.32,2.0684248471012984e-05
29.23,69.59,1009.0,71.41,437.95,4.228306058174541e-06
13.05,44.34,1018.47,81.2,473.4,1.421176819764564e-05
17.28,44.92,1024.39,76.08,459.26,4.022541677006409e-05
17.75,49.78,1004.49,100.09,452.02,9.292312112483535e-06
27.0,69.34,1008.88,74.4,439.26,1.070091070249399e-06
10.29,40.56,1017.28,69.13,481.7,6.649585430664294e-05
22.64,59.27,1012.58,83.55,446.2,2.499059801982368e-06
27.76,69.4,1004.27,72.25,430.68,1.661614681069879e-05
13.95,38.73,1003.87,83.94,468.21,3.592750197169374e-05
7.61,43.22,1014.8,86.92,478.55,2.652363556044658e-05
21.29,47.45,1008.85,71.6,447.78,1.8370570352194674e-05
33.71,69.98,1013.09,42.62,431.99,3.934077315769103e-08
12.19,40.05,1014.65,85.1,472.68,7.1465085887640046e-06
9.0,39.18,1024.38,84.91,483.26,4.095730555185833e-05
32.41,67.83,1008.54,55.96,426.85,2.8620040096441633e-05
23.27,65.48,1019.05,61.36,443.43,1.7247547157923925e-05
15.03,42.44,1014.25,94.52,464.91,3.101059757640806e-08
24.81,60.95,1014.72,54.71,446.09,8.350293584151385e-08
16.5,49.39,1018.35,93.42,462.48,3.32715443804271e-07
21.76,47.93,1005.34,86.28,444.77,4.4113431559583834e-05
11.56,40.43,1025.48,74.75,489.54,0.00026137928004469696
24.32,58.79,1016.8,65.61,442.78,1.7552895569245523e-05
24.81,63.94,1018.76,44.51,444.26,9.450468991571997e-06
19.31,43.56,1013.65,41.54,463.35,2.282702824572099e-05
5.81,35.79,1012.14,92.28,484.41,6.836755620177193e-05
22.95,70.98,1005.36,93.76,438.83,2.541684955565487e-06
31.11,72.25,1012.34,44.45,434.22,2.6128044631078994e-07
13.0,39.28,1016.7,81.94,473.6,9.571679663378458e-06
26.33,64.45,1013.12,43.31,450.67,6.994096720436251e-05
24.29,62.91,1013.04,65.85,442.18,3.966527810950451e-06
8.13,39.99,1011.71,87.89,486.19,0.0001777331841083874
25.21,75.6,1017.19,69.84,445.84,3.0566252345467654e-05
27.33,73.18,1012.26,82.18,429.38,6.170753477324999e-05
23.08,61.86,1013.44,84.64,441.44,1.9314647337660237e-05
24.42,65.94,1011.25,65.04,439.63,5.853417799099357e-06
11.23,41.17,1019.36,56.85,475.85,1.897429114097804e-05
13.78,40.0,1018.38,68.67,458.74,6.59863422371925e-05
7.7,40.72,1022.81,81.97,482.79,3.0071481320112643e-05
25.67,74.78,1010.24,68.87,440.48,6.2632988626390086e-06
18.48,52.05,1012.41,68.2,458.62,1.752875397322636e-06
24.56,58.82,1011.42,72.47,442.76,4.0014183787837264e-06
10.03,40.96,1024.57,91.1,478.79,1.529348129463275e-05
28.18,73.03,1014.18,67.72,439.74,4.919662119145309e-06
19.93,62.1,1019.94,76.41,450.57,5.8906163383233935e-06
29.87,73.68,1015.1,40.96,433.43,7.958900459305248e-06
9.44,43.99,1020.31,98.06,475.01,5.375690273104945e-06
25.3,71.58,1010.18,87.36,433.97,2.8901052060855908e-05
8.19,41.66,1016.57,75.38,485.2,0.00010362494171780845
23.67,68.67,1006.71,77.22,445.32,1.3347821410646996e-05
7.33,40.0,1018.96,80.76,478.16,2.722926717035239e-06
24.44,47.93,1003.13,67.04,440.53,5.9755880225738184e-05
17.55,43.14,1018.86,76.0,461.58,2.423085438434801e-06
13.08,44.9,1020.47,86.46,472.01,8.28865774307637e-06
7.79,41.01,1024.0,97.2,477.0,1.6319885275340216e-07
7.24,41.17,1020.35,80.56,486.76,9.098091170386979e-05
29.31,68.67,1006.18,63.38,435.57,6.425044840468652e-07
15.22,41.67,1013.18,67.17,469.93,1.652633425051653e-05
10.04,39.66,1015.84,82.31,480.63,4.3328678293660276e-05
9.23,39.66,1019.44,76.11,481.77,3.710479880881214e-05
8.57,40.23,1017.53,90.46,484.17,7.534670560701109e-05
15.45,45.0,1023.63,70.74,469.54,4.889202151140299e-06
8.91,40.69,1015.11,89.65,481.59,5.8873736505160594e-05
27.06,43.77,1011.02,42.61,442.15,0.00011188057829512165
25.28,70.32,1006.91,81.74,431.43,4.278912936922115e-05
16.58,45.87,1009.66,97.59,457.8,3.2756141842214316e-06
15.86,38.62,1016.65,67.51,462.58,1.0758215385632118e-05
25.66,77.54,1008.22,78.42,432.82,8.998910352776604e-06
29.1,50.05,1005.87,51.53,438.66,2.4089600777162003e-05
28.75,57.55,1004.77,57.55,435.33,1.6202563019185942e-05
20.46,51.43,1007.31,93.25,444.88,4.8042475974656504e-05
30.15,70.32,1007.58,54.14,426.8,3.896262080962935e-05
13.06,41.78,1012.3,55.31,467.67,1.2695789047314983e-06
22.21,48.14,1015.08,66.8,448.33,2.13278654141825e-05
8.49,43.69,1016.93,85.63,483.62,8.623946814373711e-05
28.9,68.12,1011.87,46.56,438.53,5.921159797789863e-07
9.72,39.66,1018.31,76.07,480.05,2.7704682003534858e-05
20.25,59.8,1015.3,82.69,453.81,1.402076097633103e-06
31.46,77.17,1009.26,59.61,435.56,3.085386876469187e-05
18.01,44.2,1018.84,55.72,456.36,3.698589590411224e-05
24.44,52.84,1006.39,49.05,440.2,5.177954587294353e-05
11.63,41.5,1013.6,87.11,477.3,4.4141415420666064e-05
9.82,39.64,1010.79,69.22,477.93,5.964463754277912e-05
13.4,41.58,1020.5,71.17,461.54,4.2193100515779654e-05
16.09,48.78,1015.78,91.12,454.23,2.9810279436812398e-05
17.75,55.5,1020.15,81.26,459.43,3.6233627652239036e-07
7.84,43.52,1022.23,96.51,483.79,8.005260514539119e-05
14.08,40.73,1017.52,91.49,461.58,2.885852865297656e-05
16.96,46.36,1019.91,89.11,460.57,5.719744099899889e-06
12.15,45.01,1018.89,90.02,468.07,3.061840401161516e-07
30.13,68.94,1005.88,40.71,441.78,9.606428595170544e-05
25.34,65.61,1014.61,57.51,442.82,6.29921642875256e-07
13.98,44.84,1023.6,89.09,462.81,3.625197819429168e-05
12.68,40.73,1017.66,92.08,465.94,8.905105642075635e-06
23.01,58.79,1009.71,84.22,444.64,3.1969446547866385e-06
23.28,68.28,1000.79,81.35,442.04,1.1598587136043504e-05
19.72,51.19,1008.51,95.28,446.01,5.131021595273068e-05
10.06,37.83,1005.49,99.46,473.51,4.3571788806672114e-05
24.81,59.87,1018.56,61.18,444.89,8.997137843024743e-06
11.02,41.44,1015.28,83.53,476.68,2.3592945798205644e-05
10.38,40.71,1025.27,80.87,481.3,3.9822768630704134e-05
8.43,40.6,1015.39,91.81,483.1,7.652381408918277e-05
14.87,42.77,1017.94,75.06,462.03,8.725937272944451e-06
7.96,38.91,1016.35,89.17,482.17,4.074098470279127e-05
23.04,64.27,1014.29,80.23,439.67,2.5832841575249555e-05
29.15,73.42,1011.43,66.49,432.26,5.287288969387396e-06
29.29,71.14,1011.49,49.97,432.58,1.0071604160481674e-05
13.58,44.47,1029.91,70.41,467.15,4.382893676074791e-05
21.0,66.86,1013.06,59.7,451.89,1.4373405054577911e-05
32.45,68.3,1015.26,44.12,431.79,1.5982921593921633e-05
20.15,58.59,1014.13,91.96,443.85,4.8531810660246715e-05
28.32,77.95,1014.61,77.17,436.97,4.170547669071591e-06
19.95,57.25,1011.08,88.04,453.03,9.185385669929624e-07
23.81,46.93,1013.19,54.82,449.58,9.52515354853262e-06
7.68,38.06,1020.92,83.87,483.8,3.329214078848908e-05
25.69,73.18,1012.64,86.35,432.82,4.534199477882038e-05
15.18,44.2,1019.6,72.45,462.09,8.559261775857729e-06
24.1,52.84,1006.47,47.58,444.69,8.514894160656652e-06
18.1,48.06,1015.47,82.47,454.04,1.1672149347501848e-05
22.35,58.59,1013.99,79.78,444.04,1.2484239448333106e-05
22.64,62.44,1011.82,75.07,448.13,5.192023738532692e-07
23.4,72.99,1009.48,88.82,438.51,4.729658116118312e-06
24.34,59.54,1004.01,87.07,440.63,5.456565250120887e-06
28.53,68.08,1013.27,42.53,438.91,1.787334174894873e-08
23.48,73.67,1007.07,88.49,437.19,4.931016930610762e-06
8.39,36.3,1015.39,62.23,479.57,2.2337854185001153e-05
14.66,41.92,1030.81,68.88,464.57,0.00012486726007674147
11.67,42.74,1025.92,79.57,474.75,2.6666044545094406e-06
14.38,40.73,1017.48,90.64,462.98,1.47042484052341e-05
27.25,69.98,1008.55,59.55,431.44,2.3151609563230264e-05
31.88,66.44,1009.25,64.06,427.83,2.9828937400726557e-05
8.83,36.25,1028.86,85.6,478.45,5.732232040397182e-06
28.57,51.43,1012.02,47.79,450.04,2.8902181443471906e-05
21.09,67.07,1004.38,89.01,444.75,1.84780476977833e-06
24.04,68.94,1007.62,69.11,437.13,8.986204584550074e-06
25.5,63.91,1009.4,75.22,444.26,2.0941974237974793e-06
25.59,61.08,1013.19,77.28,443.91,3.568907006378117e-07
30.34,68.08,1010.85,49.4,428.34,4.9839037848727314e-05
10.45,41.01,1020.57,93.84,465.74,4.698270934329362e-05
10.02,42.44,1014.57,99.16,478.5,6.213551532468616e-05
24.41,73.67,1007.39,86.92,435.56,8.590548928501023e-06
26.82,69.23,1013.28,50.86,436.36,1.261471001391279e-05
25.11,63.21,1012.21,83.58,443.43,1.6433920039898657e-07
17.74,49.78,1004.9,100.09,450.44,2.612118963344094e-05
22.47,59.43,1006.02,85.21,444.5,1.4560927084790373e-06
26.41,65.59,1010.69,73.78,441.49,1.512830517553354e-07
28.29,68.08,1010.77,53.92,430.93,3.525765648674656e-05
31.23,66.75,1017.48,36.55,433.9,3.342213856306421e-05
8.72,36.25,1029.31,85.73,479.94,7.656393846059293e-07
19.83,51.43,1007.36,91.64,449.45,9.206185366351776e-06
29.45,69.13,1009.3,52.97,432.04,1.0141299098405643e-05
12.65,41.93,1023.07,65.05,479.53,6.472257541824666e-05
30.39,66.54,1002.7,59.15,428.89,1.670090227053702e-05
26.43,77.17,1008.67,92.59,431.26,2.2974564074392264e-05
29.55,66.25,1009.38,69.55,436.29,8.05517269484145e-08
24.32,65.48,1017.55,59.02,443.31,6.331944133466077e-06
28.64,66.54,1010.43,43.39,437.97,3.378132049955533e-08
23.66,69.51,1012.9,52.59,435.39,5.9658224050695135e-05
20.87,57.19,1006.5,77.0,445.95,4.60392677504277e-06
19.48,58.79,1017.6,88.72,450.55,9.93063486913962e-06
11.48,42.02,1000.29,94.76,471.43,0.00016193119847511506
22.42,59.43,1007.12,90.56,440.99,2.4474482619380928e-05
13.64,44.88,1019.85,56.86,466.66,1.2275915575569734e-06
5.25,40.07,1019.48,67.7,495.23,0.00036585175498270357
21.64,44.05,1007.73,74.79,447.96,3.1530145149417874e-05
27.55,65.59,1011.6,63.99,440.53,9.056899352152542e-08
12.76,40.27,1006.58,49.34,474.03,0.00016883064608155858
27.83,72.29,1012.04,48.86,445.73,7.46491465514538e-05
20.26,51.19,1008.9,93.47,448.1,2.0520197416845356e-05
13.83,41.49,1020.11,87.29,469.57,3.156824759359764e-07
25.92,60.32,1016.05,52.51,448.37,4.143836712658855e-06
14.78,42.86,1015.32,84.75,471.17,1.6134825975979312e-05
21.87,49.39,1019.99,67.05,451.97,1.6485539033465736e-05
12.85,40.92,1023.04,84.04,461.05,9.547487330607673e-05
22.72,64.15,1021.14,60.34,453.13,9.828686229460143e-06
11.02,40.71,1020.3,86.64,469.31,6.850925093955633e-06
13.89,41.49,1020.02,86.47,469.6,4.346146909207197e-07
13.51,43.22,1009.63,75.02,465.89,1.697672654248205e-06
25.45,72.24,1011.44,80.54,434.92,1.6802819376766113e-05
10.73,44.92,1025.1,85.4,476.81,1.6355806854536023e-05
18.16,39.99,1008.13,68.5,461.16,1.4045907928035765e-06
30.63,53.3,1004.91,53.3,430.27,0.00011484829356833435
10.06,39.61,1020.87,74.01,476.92,5.261112142569476e-06
27.18,62.66,1009.89,52.83,442.16,7.284706417212896e-07
15.51,36.71,1014.05,72.92,465.85,4.7011470856076466e-07
5.62,40.62,1015.81,85.34,483.13,4.197570273312447e-05
28.88,73.68,1015.25,47.73,432.93,1.892724852438014e-05
16.97,42.86,1013.92,74.8,463.62,6.670678953157039e-07
13.78,45.51,1015.56,69.92,468.17,3.205929870324913e-06
8.35,43.52,1022.78,97.34,479.31,2.0949751358801554e-05
15.14,49.64,1023.78,75.0,463.58,3.458401360140621e-06
11.89,40.03,1019.53,89.48,471.85,1.3134262926525206e-07
21.55,44.57,1006.03,71.54,446.84,3.9059745698569035e-05
13.35,39.58,1012.41,83.45,465.85,9.536611684105561e-07
30.21,79.74,1006.82,54.03,430.83,3.135981917626015e-06
22.88,71.73,1010.11,86.96,436.36,3.1111025505841424e-05
28.61,69.75,1009.82,71.7,440.53,1.0908802758956872e-05
30.65,71.06,1008.61,76.76,432.08,8.003835902113579e-07
24.97,63.86,1018.64,52.01,441.61,2.5576773255415885e-05
5.1,35.57,1027.17,80.49,489.96,5.3893036356382674e-05
10.23,41.46,1020.45,84.95,480.87,4.223281881604472e-05
5.33,39.33,1009.61,94.97,491.17,0.0004039103548065045
11.89,40.64,1021.29,97.16,476.99,2.8886898262122325e-05
24.27,61.47,1007.84,80.85,448.66,1.2838847956125766e-05
21.6,62.52,1017.23,67.87,453.28,4.540442437696642e-06
20.95,70.72,1009.96,87.73,445.66,1.5907531842088168e-06
23.92,66.54,1009.93,62.37,441.9,7.039127823642975e-07
13.97,41.16,1020.88,74.88,459.84,5.818781535816139e-05
25.77,59.39,1014.76,69.99,438.64,2.5544312774514897e-05
26.51,67.25,1017.85,64.17,435.52,4.721423080860155e-05
17.69,46.36,1019.55,86.64,462.81,1.687146792465199e-07
10.98,41.39,1017.54,85.31,476.31,1.560926564553269e-05
22.32,59.8,1016.82,64.18,451.21,2.2438000996927455e-07
21.47,70.32,1011.72,88.36,440.0,2.238494156490264e-05
15.87,41.16,1005.85,78.29,463.86,8.530073668800841e-06
16.05,65.46,1013.92,87.99,456.94,1.0152242177266678e-05
12.93,45.51,1015.27,87.27,469.83,6.343900919580573e-06
26.82,60.96,1012.25,57.41,449.81,2.3856361262503212e-05
13.95,71.14,1019.76,75.51,461.18,4.8102428363847385e-05
22.49,56.9,1007.65,63.34,449.64,1.731043327622564e-06
33.68,68.14,1002.75,56.05,427.53,1.4874510120001483e-06
23.0,60.27,1018.72,84.25,442.0,5.778666438358639e-05
28.29,68.67,1005.46,69.22,436.4,6.939408410878207e-07
17.01,49.15,1021.83,84.02,458.78,1.3002100638097111e-05
28.04,69.14,1007.16,80.38,436.37,5.338472827441219e-08
9.83,41.17,1019.34,72.29,478.21,1.7737407753717126e-05
31.87,67.32,1013.65,36.69,435.47,2.6148820171188386e-08
21.89,58.62,1016.15,74.59,450.05,4.538992964915003e-07
